type,bom_ref,group,name,version,description,algorithm,hash_text,license_id,purl,website,issueTracker,vcs
library,@cyclonedx/cyclonedx-library@6.10.1,@cyclonedx,cyclonedx-library,6.10.1,Core functionality of CycloneDX for JavaScript (Node.js or WebBrowser).,SHA-512,0a0b721319751c6af3eba9213f12e6b87cccde2e311b9741e2c802a086f36d83c41c222ba0f52319cbf0e41389286d423b8da0fe4484a1d677ef1f13d9b908fd,Apache-2.0,pkg:npm/%40cyclonedx/cyclonedx-library@6.10.1,https://github.com/ajv-validator/ajv-formats#readme,https://github.com/ajv-validator/ajv-formats/issues,git+https://github.com/ajv-validator/ajv-formats.git
library,@cyclonedx/cyclonedx-library@6.10.1|ajv-formats@3.0.1,,ajv-formats,3.0.1,Format validation for Ajv v7+,SHA-512,f2252a979d04511fae51c7514371c3a9ae84572a3776870bf20e5627714d7169aeeb621b90652e7bfa44c8b056f1518a2ae7133e0a9e92ce1f214d43038ca8c1,MIT,pkg:npm/ajv-formats@3.0.1,https://github.com/ajv-validator/ajv-formats#readme,https://github.com/ajv-validator/ajv-formats/issues,git+https://github.com/ajv-validator/ajv-formats.git
library,ajv-formats-draft2019@1.6.1,,ajv-formats-draft2019,1.6.1,Plugin for AJV that adds support for some of string formats adding in the draft2019 JSON Schema.,SHA-512,2503ef6afa64583bc8b01a76677dd49180ad5c24a95b81c3ded019fa82f888414e93da1b4197dfc74c80370102b7abf3afa113fbb1cde5ccd1caa5db9eafeed1,MIT,pkg:npm/ajv-formats-draft2019@1.6.1,https://github.com/luzlab/ajv-formats-draft2019#readme,https://github.com/luzlab/ajv-formats-draft2019/issues,git+https://github.com/luzlab/ajv-formats-draft2019.git
library,ajv@8.16.0,,ajv,8.16.0,Another JSON Schema Validator,SHA-512,174b7047c535654ebb24812d7a451c2e45e4a0ee6630c9a0183f2c2bfc5417327cd398f11d097dda1226140aaa5ccc8c62348f3b250f0301d8841ef6839b135f,MIT,pkg:npm/ajv@8.16.0,https://ajv.js.org,https://github.com/ajv-validator/ajv/issues,git+https://github.com/ajv-validator/ajv.git
library,punycode@2.3.1,,punycode,2.3.1,A robust Punycode converter that fully complies to RFC 3492 and RFC 5891~ and works on nearly all JavaScript platforms.,SHA-512,bd8b7b503d54f5683ad77f2c84bb4b3af740bbef03b02fe2945b44547707fb0c9d712a4d136d007d239db9fe8c91115a84be4563b5f5a14ee7295645b5fabc16,MIT,pkg:npm/punycode@2.3.1,https://mths.be/punycode,https://github.com/mathiasbynens/punycode.js/issues,git+https://github.com/mathiasbynens/punycode.js.git
library,schemes@1.4.0,,schemes,1.4.0,IANA Uniform Resource Identifier (URI) Schemes list~ including crowd sourced unofficial ones,SHA-512,226172f456c2b109558271374c25a62cf0859d5cf1d251cbfe5fae987a650ea00a7747731699d2ea51592296a00656212b0cd59a5577e9e7346355d3bbc24101,MIT,pkg:npm/schemes@1.4.0,https://github.com/Munter/schemes,https://github.com/Munter/schemes/issues,git://github.com/Munter/schemes.git
library,extend@3.0.2,,extend,3.0.2,Port of jQuery.extend for node.js and the browser,SHA-512,7e3aae0b9f5c0fb0b25babab3572b4141b9f9197288861bcd304ee3ee8d7e7dd1c0794ed967db4136501e12fd601156a8577df665d8b3604be81074f2088a6fe,MIT,pkg:npm/extend@3.0.2,https://github.com/justmoon/node-extend#readme,https://github.com/justmoon/node-extend/issues,git+https://github.com/justmoon/node-extend.git
library,smtp-address-parser@1.1.0,,smtp-address-parser,1.1.0,Parse an SMTP (RFC-5321) address,SHA-512,1b3d758db354d2996b45e53d4a3edf9ac852071c49f5285d0f6ab892d1c81e8feba531fa945c90a181d828834f26d3def1a1c59ec6ed5b8e8bb34b42081b0866,MIT,pkg:npm/smtp-address-parser@1.1.0,https://github.com/gene-hightower/smtp-address-parser#readme,https://github.com/gene-hightower/smtp-address-parser/issues,git+https://github.com/gene-hightower/smtp-address-parser.git
library,nearley@2.20.1,,nearley,2.20.1,Simple~ fast~ powerful parser toolkit for JavaScript.,SHA-512,f8c73c51a01e6c5ce057e2a92399fb0dab2eb9008703cf5d9b09bb257c374d5e37ba47cd43d0e7047dcc75bda0fc8e05771736ea9c229815af8c8c3450020b49,MIT,pkg:npm/nearley@2.20.1,https://github.com/tj/commander.js#readme,https://github.com/tj/commander.js/issues,git+https://github.com/tj/commander.js.git
library,nearley@2.20.1|commander@2.20.3,,commander,2.20.3,the complete solution for node.js command-line programs,SHA-512,1a956498cf2f176bd05248f62ef6660f7e49c5e24e2c2c09f5c524ba0ca4da7ba16efdfe989be92d862dfb4f9448cc44fa88fe7b2fe52449e1670ef9c7f38c71,MIT,pkg:npm/commander@2.20.3,https://github.com/tj/commander.js#readme,https://github.com/tj/commander.js/issues,git+https://github.com/tj/commander.js.git
library,moo@0.5.2,,moo,0.5.2,Optimised tokenizer/lexer generator! 🐄 Much performance. Moo!,SHA-512,8920092c760a9d7e3598a7092a3aaf9c037db1fd0b3034d70c4bc5bfe7dfb9147d6b5308b972e330d2fa12c9c31d290a2d358da90439ba8eb53f811b538354f9,BSD-3-Clause,pkg:npm/moo@0.5.2,https://github.com/tjvr/moo#readme,https://github.com/tjvr/moo/issues,git+https://github.com/tjvr/moo.git
library,railroad-diagrams@1.0.0,,railroad-diagrams,1.0.0,A small JS+SVG library for drawing railroad syntax diagrams.,SHA-512,733f770e335e2d8d2276b08d387e8fbe264644df46261b1d9bd8699f56024bcefd7e3e16fb1e4814986191165cc1580c98517b47cd9403fece87e47c94b660e8,CC0-1.0,pkg:npm/railroad-diagrams@1.0.0,https://github.com/tabatkins/railroad-diagrams,https://github.com/tabatkins/railroad-diagrams/issues,git+https://github.com/tabatkins/railroad-diagrams.git
library,randexp@0.4.6,,randexp,0.4.6,Create random strings that match a given regular expression.,SHA-512,f3458d99df43034b6666bc3da906bad863cf59fb972649eb99598b731beae2e641758a9bd706282939a794651c86f5567b45e22eea58901a1754ec73dc2f0361,MIT,pkg:npm/randexp@0.4.6,http://fent.github.io/randexp.js/,https://github.com/fent/randexp.js/issues,git://github.com/fent/randexp.js.git
library,discontinuous-range@1.0.0,,discontinuous-range,1.0.0,for adding~ subtracting~ and indexing discontinuous ranges of numbers,SHA-512,73af0ba4b6cefbb90ffdbd47af5aacf3f049d3d1799216464f1ab166e873c699b024a3a04451c95886fdfca9aa9ea1e12dd3b9e5a3b1147fc4181bd441b2ff45,MIT,pkg:npm/discontinuous-range@1.0.0,https://github.com/dtudury/discontinuous-range,https://github.com/dtudury/discontinuous-range/issues,git+https://github.com/dtudury/discontinuous-range.git
library,ret@0.1.15,,ret,0.1.15,Tokenizes a string that represents a regular expression.,SHA-512,4d3958a5af8e2febcc30d1b6e314a5406109dc1fd1cc47d494b72dedbe46ff2b5abfec0fae9942a55305bb0cd76e479c26b6fa218a358856f44bdbf7efbe789a,MIT,pkg:npm/ret@0.1.15,https://github.com/fent/ret.js#readme,https://github.com/fent/ret.js/issues,git://github.com/fent/ret.js.git
library,uri-js@4.4.1,,uri-js,4.4.1,An RFC 3986/3987 compliant~ scheme extendable URI/IRI parsing/validating/resolving library for JavaScript.,SHA-512,eeb294cb2df7435c9cf7ca50d430262edc17d74f45ed321f5a55b561da3c5a5d628b549e1e279e8741c77cf78bd9f3172bacf4b3c79c2acf5fac2b8b26f9dd06,BSD-2-Clause,pkg:npm/uri-js@4.4.1,https://github.com/garycourt/uri-js,https://github.com/garycourt/uri-js/issues,git+ssh://git@github.com/garycourt/uri-js.git
library,libxmljs2@0.33.0,,libxmljs2,0.33.0,libxml bindings for v8 javascript engine,SHA-512,1f0ef87f6ff7adba7173ab644ea7b7cabb38bf64f1d2b12e92b63168d91749528ae78d22d9eaa5431cdfd638c6f9197032ebfae96c6492e64733f390aba926e3,MIT,pkg:npm/libxmljs2@0.33.0,https://github.com/nodejs/nan#readme,https://github.com/nodejs/nan/issues,git://github.com/nodejs/nan.git
library,libxmljs2@0.33.0|nan@2.18.0,,nan,2.18.0,Native Abstractions for Node.js: C++ header for Node 0.8 -> 20 compatibility,SHA-512,5bbb5f1bbbcc386b43df4b07a1949273f255622c833c4c9056ca3f673fbfb907740742f8ea0b42fa91e16b9145311a6297a7e6fc0a047115b23958b8f84fdff3,MIT,pkg:npm/nan@2.18.0,https://github.com/nodejs/nan#readme,https://github.com/nodejs/nan/issues,git://github.com/nodejs/nan.git
library,@mapbox/node-pre-gyp@1.0.11,@mapbox,node-pre-gyp,1.0.11,Node.js native addon binary install tool,SHA-512,62195aafabfd590814a7f1deec1760ccecfc96a310f2c53e8e40aaed6c7c33273960524b6c47bb960ba2fd5ec6d6a0750c9ca41d21b0ade71e49a0fad18d0f51,BSD-3-Clause,pkg:npm/%40mapbox/node-pre-gyp@1.0.11,https://github.com/juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion/issues,git://github.com/juliangruber/brace-expansion.git
library,@mapbox/node-pre-gyp@1.0.11|nopt@5.0.0,,nopt,5.0.0,Option parsing for Node~ supporting types~ shorthands~ etc. Used by npm.,SHA-512,4db8faeeb7dfa9c79e2e97115eb4fbbca00df02c1f3de20180cec4ea206498a2d5edb10cc291a060b1afd2300252c10269afefbb13f42231289edeae99d320b5,ISC,pkg:npm/nopt@5.0.0,https://github.com/npm/nopt#readme,https://github.com/npm/nopt/issues,git+https://github.com/npm/nopt.git
library,@mapbox/node-pre-gyp@1.0.11|npmlog@5.0.1,,npmlog,5.0.1,logger for npm,SHA-512,02a66d0d458e30ab351bff25c329558eb75882a03877d9eef2173ed20cd1c650dbd48d74f851c118c5ece9a8901c574251496a1fdf4c50cb8b7f3583343b5fc7,ISC,pkg:npm/npmlog@5.0.1,https://github.com/npm/npmlog#readme,https://github.com/npm/npmlog/issues,git+https://github.com/npm/npmlog.git
library,@mapbox/node-pre-gyp@1.0.11|are-we-there-yet@2.0.0,,are-we-there-yet,2.0.0,Keep track of the overall completion of many disparate processes,SHA-512,0a2fea10d9b01e7b18a3dc4a21c5093792de0ca749e91d59d63f55fc9e70caaf2787f9983c4a482896c1657b598c6d381e22bbcd5fe9e95b3df79d8cacc79423,ISC,pkg:npm/are-we-there-yet@2.0.0,https://github.com/npm/are-we-there-yet,https://github.com/npm/are-we-there-yet/issues,git+https://github.com/npm/are-we-there-yet.git
library,@mapbox/node-pre-gyp@1.0.11|readable-stream@3.6.2,,readable-stream,3.6.2,Streams3~ a user-land copy of the stream library from Node.js,SHA-512,f6efec9e20ab6370f959db04447cc71381b66025eaa06e454c7522082e1221bafa5dc2d9058d39c9af442a361e93d3b9c4e0308c6abed497460404bb43d49ca0,MIT,pkg:npm/readable-stream@3.6.2,https://github.com/nodejs/readable-stream#readme,https://github.com/nodejs/readable-stream/issues,git://github.com/nodejs/readable-stream.git
library,@mapbox/node-pre-gyp@1.0.11|gauge@3.0.2,,gauge,3.0.2,A terminal based horizontal guage,SHA-512,fb927a312ff95e4b02b97abefae151b2751decebeed577a76deb88b8d449c585a38106cfb85853d78940bec59fa9f0269f096e7f53b0323cf7f478df2cf722d1,ISC,pkg:npm/gauge@3.0.2,https://github.com/npm/gauge,https://github.com/npm/gauge/issues,git+https://github.com/iarna/gauge.git
library,@mapbox/node-pre-gyp@1.0.11|signal-exit@3.0.7,,signal-exit,3.0.7,when you want to fire an event no matter how a process exits.,SHA-512,c270f6644fa5f923c2feea12d2f5de13d2f5fb4c2e68ca8a95fcfd00c528dfc26cc8b48159215c1d1d51ae2eb62d9735daf2ebd606f78e5ee2c10860c2901b19,ISC,pkg:npm/signal-exit@3.0.7,https://github.com/tapjs/signal-exit,https://github.com/tapjs/signal-exit/issues,git+https://github.com/tapjs/signal-exit.git
library,@mapbox/node-pre-gyp@1.0.11|string-width@4.2.3,,string-width,4.2.3,Get the visual width of a string - the number of columns required to display it,SHA-512,c0ac90450a63274b08a7ad84ad265d1ac8cc256b1aa79a1136284786ee86ec954effd8c807a5327af2feb57b8eaab9e0f23fdcc4a4d6c96530bd24eb8a2673fe,MIT,pkg:npm/string-width@4.2.3,https://github.com/sindresorhus/string-width#readme,https://github.com/sindresorhus/string-width/issues,git+https://github.com/sindresorhus/string-width.git
library,@mapbox/node-pre-gyp@1.0.11|emoji-regex@8.0.0,,emoji-regex,8.0.0,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,SHA-512,3128d8cdc58d380d1ec001e9cf4331a5816fc20eb28f2d4d1b7c6d7a8ab3eb8e150a8fd13e09ebd7f186b7e89cde2253cd0f04bb74dd335e126b09d5526184e8,MIT,pkg:npm/emoji-regex@8.0.0,https://mths.be/emoji-regex,https://github.com/mathiasbynens/emoji-regex/issues,git+https://github.com/mathiasbynens/emoji-regex.git
library,@mapbox/node-pre-gyp@1.0.11|strip-ansi@6.0.1,,strip-ansi,6.0.1,Strip ANSI escape codes from a string,SHA-512,637f153d21dcaa416b0a916743dbee4979aabaebf9a1738aa46793e9a1abaf7a3719cf409556ba2417d448e0a76f1186645fbfd28a08ecaacfb944b3b54754e4,MIT,pkg:npm/strip-ansi@6.0.1,https://github.com/chalk/strip-ansi#readme,https://github.com/chalk/strip-ansi/issues,git+https://github.com/chalk/strip-ansi.git
library,@mapbox/node-pre-gyp@1.0.11|rimraf@3.0.2,,rimraf,3.0.2,A deep deletion module for node (like `rm -rf`),SHA-512,25990931990018514f3f662a5d95cf6cc94c060b31cc4f082ece253085ffda8d0bf54070f4efd8de8eb0170fe2f582daa5c5095b0a9b8b791dc483dd0bad9320,ISC,pkg:npm/rimraf@3.0.2,https://github.com/isaacs/rimraf#readme,https://github.com/isaacs/rimraf/issues,git://github.com/isaacs/rimraf.git
library,@mapbox/node-pre-gyp@1.0.11|glob@7.2.3,,glob,7.2.3,a little globber,SHA-512,9c5474ccba54d9809a471c28089bcbe94bc21f6245c85548bf04cbb087f6d40b8794cb240358614dd93e2e5609b4e958b7dbfa76fb330f604646a04bfa240af5,ISC,pkg:npm/glob@7.2.3,https://github.com/isaacs/node-glob#readme,https://github.com/isaacs/node-glob/issues,git://github.com/isaacs/node-glob.git
library,@mapbox/node-pre-gyp@1.0.11|minimatch@3.1.2,,minimatch,3.1.2,a glob matcher in javascript,SHA-512,27ba7ade1462023c35343130c355bb8b7efe07222b3963b95d0400cd9dd539c2f43cdc9bc297e657f374e73140cf043d512c84717eaddd43be2b96aa0503881f,ISC,pkg:npm/minimatch@3.1.2,https://github.com/isaacs/minimatch#readme,https://github.com/isaacs/minimatch/issues,git://github.com/isaacs/minimatch.git
library,@mapbox/node-pre-gyp@1.0.11|brace-expansion@1.1.11,,brace-expansion,1.1.11,Brace expansion as known from sh/bash,SHA-512,882b8f1c3160ac75fb1f6bc423fe71a73d3bcd21c1d344e9ba0aa1998b5598c3bae75f260ae44ca0e60595d101974835f3bb9fa3375a1e058a71815beb5a8688,MIT,pkg:npm/brace-expansion@1.1.11,https://github.com/juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion/issues,git://github.com/juliangruber/brace-expansion.git
library,detect-libc@2.0.3,,detect-libc,2.0.3,Node.js module to detect the C standard library (libc) implementation family and version,SHA-512,6f0cb43065b9e5b1b8d55ab1c72a4eb1d49d1aa2f05cf23f7e873081360214c6dd522040c4b83d085cc6d3cb33d9aab3927c225fb1e49746d010d8e0f222c1cb,Apache-2.0,pkg:npm/detect-libc@2.0.3,https://github.com/lovell/detect-libc#readme,https://github.com/lovell/detect-libc/issues,git://github.com/lovell/detect-libc.git
library,https-proxy-agent@5.0.1,,https-proxy-agent,5.0.1,An HTTP(s) proxy `http.Agent` implementation for HTTPS,SHA-512,7457008e94d0160a0b3330b657053e0bf09b4bbb912f49569b10c84e6aa6ec2fbb17439d9a3eacf65e9a95973a0042d786b9e080cd827964971c639d5f662dc0,MIT,pkg:npm/https-proxy-agent@5.0.1,https://github.com/TooTallNate/node-https-proxy-agent#readme,https://github.com/TooTallNate/node-https-proxy-agent/issues,git://github.com/TooTallNate/node-https-proxy-agent.git
library,make-dir@3.1.0,,make-dir,3.1.0,Make a directory and its parents if needed - Think `mkdir -p`,SHA-512,83715e3f6d0b3708402dbffa0b3e837781769e0cded23cfbb5bceb0f6c0057ea3d15e3477b8acbfb22b699dd09fdf8927f5b1ad400e15ea8b9fa857038cfde1b,MIT,pkg:npm/make-dir@3.1.0,https://github.com/npm/node-semver#readme,https://github.com/npm/node-semver/issues,git+https://github.com/npm/node-semver.git
library,make-dir@3.1.0|semver@6.3.1,,semver,6.3.1,The semantic version parser used by npm.,SHA-512,051ed5bc30951cefaadb10445ac9314ba0c9135a919dbec3c7352ba206fbd425a849f89c07162c88019df8a9749a6abf329ac6f7202b464cab4314cee978cccc,ISC,pkg:npm/semver@6.3.1,https://github.com/npm/node-semver#readme,https://github.com/npm/node-semver/issues,git+https://github.com/npm/node-semver.git
library,node-fetch@2.7.0,,node-fetch,2.7.0,A light-weight module that brings window.fetch to node.js,SHA-512,7381517d49bf75b71667b53ed56ab40300b214bfb79edd9b130d39c1fc52cfe0d6a56b22b609928189b2d9d41d5b2282d7af7810b3ea32cfd8cd448da332edf0,MIT,pkg:npm/node-fetch@2.7.0,https://github.com/jsdom/webidl-conversions#readme,https://github.com/jsdom/webidl-conversions/issues,git+https://github.com/jsdom/webidl-conversions.git
library,node-fetch@2.7.0|whatwg-url@5.0.0,,whatwg-url,5.0.0,An implementation of the WHATWG URL Standard's URL API and parsing machinery,SHA-512,b1a139ee7ba9c64eafdc7637e7e8f307061ad2b292cb45d1f094b164fc202ebef2b34201ce11af880d7f4d41892e6495aacf296fd027bc809712e3872e9ad84f,MIT,pkg:npm/whatwg-url@5.0.0,https://github.com/jsdom/whatwg-url#readme,https://github.com/jsdom/whatwg-url/issues,git+https://github.com/jsdom/whatwg-url.git
library,node-fetch@2.7.0|tr46@0.0.3,,tr46,0.0.3,An implementation of the Unicode TR46 spec,SHA-512,37758cb2ea95eba953df40ab5cd6c48f1e06130968c37bfaaebe2609cbfaa6b9dfc214b4d6b920c857633cd05877d6ebecba57575f849a1d357c79ead86760af,MIT,pkg:npm/tr46@0.0.3,https://github.com/Sebmaster/tr46.js#readme,https://github.com/Sebmaster/tr46.js/issues,git+https://github.com/Sebmaster/tr46.js.git
library,node-fetch@2.7.0|webidl-conversions@3.0.1,,webidl-conversions,3.0.1,Implements the WebIDL algorithms for converting to and from JavaScript values,SHA-512,d89027df3f0047aae32bc4a6f28ad10b487f6dc97f0ea2fbb513dd199e08d428dd17e11a30b998c411f25ee28bf38f5eb9c3c586f068c4cb1f95f39bf24c5a79,BSD-2-Clause,pkg:npm/webidl-conversions@3.0.1,https://github.com/jsdom/webidl-conversions#readme,https://github.com/jsdom/webidl-conversions/issues,git+https://github.com/jsdom/webidl-conversions.git
library,abbrev@1.1.1,,abbrev,1.1.1,Like ruby's abbrev module~ but in js,SHA-512,9e77bdfc8890fe1cc8858ea97439db06dcfb0e33d32ab634d0fff3bcf4a6e69385925eb1b86ac69d79ff56d4cd35f36d01f67dff546d7a192ccd4f6a7138a2d1,ISC,pkg:npm/abbrev@1.1.1,https://github.com/isaacs/abbrev-js#readme,https://github.com/isaacs/abbrev-js/issues,git+ssh://git@github.com/isaacs/abbrev-js.git
library,delegates@1.0.0,,delegates,1.0.0,delegate methods and accessors to another property,SHA-512,6ddd8bebbf2e89601333a9b967557334212b2378e21b3b7a1c663c395202b38d0942afc700b7dbc8d266a745036a4118e2930c68dd0bcb9a26fc1d5523ffb17d,MIT,pkg:npm/delegates@1.0.0,https://github.com/visionmedia/node-delegates#readme,https://github.com/visionmedia/node-delegates/issues,git+https://github.com/visionmedia/node-delegates.git
library,inherits@2.0.4,,inherits,2.0.4,Browser-friendly inheritance fully compatible with standard node.js inherits(),SHA-512,93fbc6697e3f6256b75b3c8c0af4d039761e207bea38ab67a8176ecd31e9ce9419cc0b2428c859d8af849c189233dcc64a820578ca572b16b8758799210a9ec1,ISC,pkg:npm/inherits@2.0.4,https://github.com/isaacs/inherits#readme,https://github.com/isaacs/inherits/issues,git://github.com/isaacs/inherits.git
library,string_decoder@1.1.1,,string_decoder,1.1.1,The string_decoder module from Node core,SHA-512,9ff4a19ef0e2e851db6d57ef8aba3e5a88e2173bfeb3c30f30705ccd578f7d4a4324bc282d3d21b759786300426e2f29240bde104767907c8fc933ff9b345fc2,MIT,pkg:npm/string_decoder@1.1.1,https://github.com/feross/safe-buffer,https://github.com/feross/safe-buffer/issues,git://github.com/feross/safe-buffer.git
library,string_decoder@1.1.1|safe-buffer@5.1.2,,safe-buffer,5.1.2,Safer Node.js Buffer API,SHA-512,19dd94641243917958ec66c9c5fb04f3f9ef2a45045351b7f1cd6c88de903fa6bd3d3f4c98707c1a7a6c71298c252a05f0b388aedf2e77fc0fb688f2b381bafa,MIT,pkg:npm/safe-buffer@5.1.2,https://github.com/feross/safe-buffer,https://github.com/feross/safe-buffer/issues,git://github.com/feross/safe-buffer.git
library,util-deprecate@1.0.2,,util-deprecate,1.0.2,The Node.js `util.deprecate()` function with browser support,SHA-512,10f0f9ab5b97c85c49a42acb9c27359c79eade039ae83641a1c008888d93692080ed5089d5424331a802cc891736c5187c3d5d68afff2d3110f318886eb1ed73,MIT,pkg:npm/util-deprecate@1.0.2,https://github.com/TooTallNate/util-deprecate,https://github.com/TooTallNate/util-deprecate/issues,git://github.com/TooTallNate/util-deprecate.git
library,console-control-strings@1.1.0,,console-control-strings,1.1.0,A library of cross-platform tested terminal/console command strings for doing things like color and cursor positioning.  This is a subset of both ansi and vt100.  All control codes included work on both Windows & Unix-like OSes~ except where noted.,SHA-512,b72fdf4de929a43d9f23046f9d901575e3a219dd5ced85c48b16e0253373a9cc4958a4278c9fd5d5b344104ea1ca0a4cdd68f01c55152ba1d38d64b35786bcb1,ISC,pkg:npm/console-control-strings@1.1.0,https://github.com/iarna/console-control-strings#readme,https://github.com/iarna/console-control-strings/issues,git+https://github.com/iarna/console-control-strings.git
library,aproba@2.0.0,,aproba,2.0.0,A ridiculously light-weight argument validator (now browser friendly),SHA-512,9587b81b1ed04fe30a19b0ec03e67e85efd6b5e7f4062c033a52bf5e406b75fb21f49fe33cf5db5f4b44f71f5c976ed39aee608374146d4ad061aff2f8a3873d,ISC,pkg:npm/aproba@2.0.0,https://github.com/iarna/aproba,https://github.com/iarna/aproba/issues,git+https://github.com/iarna/aproba.git
library,color-support@1.1.3,,color-support,1.1.3,A module which will endeavor to guess your terminal's level of color support.,SHA-512,aa20639296cc2cefc72faf32fa5878ab4fced4c6458f6457e97fca98c6b7fa0243df3f96c08d59cc31f2b2fa87192de63fa9b39cf724a579b0d6723d7098f246,ISC,pkg:npm/color-support@1.1.3,https://github.com/isaacs/color-support#readme,https://github.com/isaacs/color-support/issues,git+https://github.com/isaacs/color-support.git
library,has-unicode@2.0.1,,has-unicode,2.0.1,Try to guess if your terminal supports unicode,SHA-512,f117fd63cdcd05178c9f1d2017303c248990002b2d098594a657a90daf71a6bc30b6680465417487f8b9c5203adb9cc1fc8dfb12daecc12493e8e5f1c1a68825,ISC,pkg:npm/has-unicode@2.0.1,https://github.com/iarna/has-unicode,https://github.com/iarna/has-unicode/issues,git+https://github.com/iarna/has-unicode.git
library,object-assign@4.1.1,,object-assign,4.1.1,ES2015 `Object.assign()` ponyfill,SHA-512,ac98134279149c7d6c170f324fa552537cc3dec5a6bbab19848b1e63c557f8646edcfe85ec5bbe24d0e85df9251256cb2529dcdc55101d57b8714e618fe05c52,MIT,pkg:npm/object-assign@4.1.1,https://github.com/sindresorhus/object-assign#readme,https://github.com/sindresorhus/object-assign/issues,git+https://github.com/sindresorhus/object-assign.git
library,is-fullwidth-code-point@3.0.0,,is-fullwidth-code-point,3.0.0,Check if the character represented by a given Unicode code point is fullwidth,SHA-512,cf29a6e7ebbeb02b125b20fda8d69e8d5dc316f84229c94a762cd868952e1c0f3744b8dbee74ae1a775d0871afd2193e298ec130096c59e2b851e83a115e9742,MIT,pkg:npm/is-fullwidth-code-point@3.0.0,https://github.com/sindresorhus/is-fullwidth-code-point#readme,https://github.com/sindresorhus/is-fullwidth-code-point/issues,git+https://github.com/sindresorhus/is-fullwidth-code-point.git
library,ansi-regex@5.0.1,,ansi-regex,5.0.1,Regular expression for matching ANSI escape codes,SHA-512,aae2505e54d25062f62c7f52517a3c570b18e2ca1a9e1828e8b3529bce04d4b05c13cb373b4c29762473c91f73fd9649325316bf7eea38e6fda5d26531410a15,MIT,pkg:npm/ansi-regex@5.0.1,https://github.com/chalk/ansi-regex#readme,https://github.com/chalk/ansi-regex/issues,git+https://github.com/chalk/ansi-regex.git
library,wide-align@1.1.5,,wide-align,1.1.5,A wide-character aware text alignment function for use on the console or with fixed width fonts.,SHA-512,78330e45868f359e2c408bae60f0c7750bdfe20c8217dac4115ff23f119fc0f911a1dc048223145174f1fdd7b1f8c7b4c31c79dd2f8d8141da3fbcb73069439a,ISC,pkg:npm/wide-align@1.1.5,https://github.com/chalk/strip-ansi#readme,https://github.com/chalk/strip-ansi/issues,git+https://github.com/chalk/strip-ansi.git
library,wide-align@1.1.5|string-width@4.2.3,,string-width,4.2.3,Get the visual width of a string - the number of columns required to display it,SHA-512,c0ac90450a63274b08a7ad84ad265d1ac8cc256b1aa79a1136284786ee86ec954effd8c807a5327af2feb57b8eaab9e0f23fdcc4a4d6c96530bd24eb8a2673fe,MIT,pkg:npm/string-width@4.2.3,https://github.com/sindresorhus/string-width#readme,https://github.com/sindresorhus/string-width/issues,git+https://github.com/sindresorhus/string-width.git
library,wide-align@1.1.5|emoji-regex@8.0.0,,emoji-regex,8.0.0,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,SHA-512,3128d8cdc58d380d1ec001e9cf4331a5816fc20eb28f2d4d1b7c6d7a8ab3eb8e150a8fd13e09ebd7f186b7e89cde2253cd0f04bb74dd335e126b09d5526184e8,MIT,pkg:npm/emoji-regex@8.0.0,https://mths.be/emoji-regex,https://github.com/mathiasbynens/emoji-regex/issues,git+https://github.com/mathiasbynens/emoji-regex.git
library,wide-align@1.1.5|strip-ansi@6.0.1,,strip-ansi,6.0.1,Strip ANSI escape codes from a string,SHA-512,637f153d21dcaa416b0a916743dbee4979aabaebf9a1738aa46793e9a1abaf7a3719cf409556ba2417d448e0a76f1186645fbfd28a08ecaacfb944b3b54754e4,MIT,pkg:npm/strip-ansi@6.0.1,https://github.com/chalk/strip-ansi#readme,https://github.com/chalk/strip-ansi/issues,git+https://github.com/chalk/strip-ansi.git
library,set-blocking@2.0.0,,set-blocking,2.0.0,set blocking stdio and stderr ensuring that terminal output does not truncate,SHA-512,2a22814bc0275861322f3a1f15f9af2b0a5d3f3aa2cb5e8bbd07cadf2bff7d51fb063d77ff097725247527eadf81113dabbc5424ae2abe04bcada48e78b51e87,ISC,pkg:npm/set-blocking@2.0.0,https://github.com/yargs/set-blocking#readme,https://github.com/yargs/set-blocking/issues,git+https://github.com/yargs/set-blocking.git
library,fs.realpath@1.0.0,,fs.realpath,1.0.0,Use node's fs.realpath~ but fall back to the JS implementation if the native one fails,SHA-512,38ed291f694ae9ad2166701d6aee48b731cf23aa5496f23b8cc567c54411b70e28c05db093c94e49a6ed1830933f81a0ae0d8c6c69d63bd5fc2b5b78f9f18c0f,ISC,pkg:npm/fs.realpath@1.0.0,https://github.com/isaacs/fs.realpath#readme,https://github.com/isaacs/fs.realpath/issues,git+https://github.com/isaacs/fs.realpath.git
library,inflight@1.0.6,,inflight,1.0.6,Add callbacks to requests in flight to avoid async duplication,SHA-512,93dd88fdbd3cab8c2f16c71708bbea7ec1c2ae3ac5ef2897b10b8856f544ecdf365b7f9aaa9cee51d05b7e159ccbf159477ff82207e532028b3acbcf0eb18224,ISC,pkg:npm/inflight@1.0.6,https://github.com/isaacs/inflight,https://github.com/isaacs/inflight/issues,git+https://github.com/npm/inflight.git
